file,class,num_of_method,num_of_static_method
org.eclipse.jdt.internal.core.util.LRUCache.java,LRUCache,25,0
org.eclipse.jdt.internal.core.util.LRUCache.java,LRUCacheEntry,1,0
org.eclipse.jdt.internal.core.util.MethodInfo.java,MethodInfo,14,0
org.eclipse.jdt.internal.core.util.PerThreadObject.java,PerThreadObject,2,0
org.eclipse.jdt.internal.core.util.ReferenceInfoAdapter.java,ReferenceInfoAdapter,7,0
org.eclipse.jdt.internal.core.util.SourceFileAttribute.java,SourceFileAttribute,3,0
org.eclipse.jdt.internal.core.util.StringHashtableOfInt.java,StringHashtableOfInt,7,0
org.eclipse.jdt.internal.core.util.ToStringSorter.java,ToStringSorter,3,0
org.eclipse.jdt.internal.core.util.Util.java,Util,0,3
org.eclipse.jdt.internal.core.WorkingCopy.java,WorkingCopy,26,0
org.eclipse.jdt.internal.core.WorkingCopyElementInfo.java,WorkingCopyElementInfo,0,0
org.eclipse.jdt.internal.eval.CodeSnippetAllocationExpression.java,CodeSnippetAllocationExpression,4,0
org.eclipse.jdt.internal.eval.CodeSnippetClassFile.java,CodeSnippetClassFile,0,1
org.eclipse.jdt.internal.eval.CodeSnippetCodeStream.java,CodeSnippetCodeStream,23,0
org.eclipse.jdt.internal.eval.CodeSnippetCompiler.java,CodeSnippetCompiler,0,0
org.eclipse.jdt.internal.eval.CodeSnippetConstantPool.java,CodeSnippetConstantPool,26,0
org.eclipse.jdt.internal.eval.CodeSnippetEnvironment.java,CodeSnippetEnvironment,4,0
org.eclipse.jdt.internal.eval.CodeSnippetEvaluator.java,CodeSnippetEvaluator,6,0
org.eclipse.jdt.internal.eval.CodeSnippetFieldReference.java,CodeSnippetFieldReference,7,0
org.eclipse.jdt.internal.eval.CodeSnippetMessageSend.java,CodeSnippetMessageSend,4,0
org.eclipse.jdt.internal.eval.CodeSnippetParser.java,CodeSnippetParser,37,0
org.eclipse.jdt.internal.eval.CodeSnippetQualifiedNameReference.java,CodeSnippetQualifiedNameReference,13,0
org.eclipse.jdt.internal.eval.CodeSnippetReturnStatement.java,CodeSnippetReturnStatement,11,0
org.eclipse.jdt.internal.eval.CodeSnippetScope.java,CodeSnippetScope,11,0
org.eclipse.jdt.internal.eval.CodeSnippetSingleNameReference.java,CodeSnippetSingleNameReference,9,0
org.eclipse.jdt.internal.eval.CodeSnippetSkeleton.java,CodeSnippetSkeleton,23,0
org.eclipse.jdt.internal.eval.CodeSnippetSkeleton.java,BinaryMethodSkeleton,7,0
org.eclipse.jdt.internal.eval.CodeSnippetSuperReference.java,CodeSnippetSuperReference,6,0
org.eclipse.jdt.internal.eval.CodeSnippetThisReference.java,CodeSnippetThisReference,9,0
org.eclipse.jdt.internal.eval.CodeSnippetToCuMapper.java,CodeSnippetToCuMapper,26,0
org.eclipse.jdt.internal.eval.CodeSnippetTypeDeclaration.java,CodeSnippetTypeDeclaration,1,0
org.eclipse.jdt.internal.eval.EvaluationContext.java,EvaluationContext,30,1
org.eclipse.jdt.internal.eval.EvaluationContext.java,ForwardingRequestor,2,0
org.eclipse.jdt.internal.eval.EvaluationResult.java,EvaluationResult,12,0
org.eclipse.jdt.internal.eval.Evaluator.java,Evaluator,11,0
org.eclipse.jdt.internal.eval.Evaluator.java,CompilerRequestor,1,0
org.eclipse.jdt.internal.eval.GlobalVariable.java,GlobalVariable,4,0
org.eclipse.jdt.internal.eval.InstallException.java,InstallException,0,0
org.eclipse.jdt.internal.eval.VariablesEvaluator.java,VariablesEvaluator,6,0
org.eclipse.jdt.internal.eval.VariablesInfo.java,VariablesInfo,2,0
org.eclipse.jdt.internal.formatter.CodeFormatter.java,CodeFormatter,39,8
org.eclipse.jdt.internal.formatter.impl.FormatterOptions.java,FormatterOptions,12,0
org.eclipse.jdt.internal.formatter.impl.SplitLine.java,SplitLine,1,0
